Name,Best_Resolution,Memory_Bandwidth,Memory_Speed,Manufacturer,Release_Price,Core_Speed_Value,Core_Speed_Unit,Max_Power_Value,Max_Power_Unit,Memory_Value,Memory_Unit,Release_Year
GeForce GTX 295,2073600,223.8GB/sec,999 MHz,Nvidia,500,576,MHz,289,Watts,1792,MB,2009
GeForce GTX 285,2073600,159GB/sec,1242 MHz,Nvidia,359,648,MHz,204,Watts,1024,MB,2008
GeForce GTX 275,1440000,127GB/sec,1134 MHz,Nvidia,249,633,MHz,219,Watts,896,MB,2009
GeForce GTX 295 Asus Mars ROG 4GB Edition,2073600,281.6GB/sec,1100 MHz,Nvidia,999,648,MHz,500,Watts,4096,MB,2009
GeForce GTX 280,1440000,141.7GB/sec,1107 MHz,Nvidia,649,602,MHz,236,Watts,1024,MB,2009
GeForce GTX 275 SLI,2073600,254GB/sec,1134 MHz,Nvidia,,,,430,Watts,1792,MB,2009
GeForce 3,,3.7GB/sec,230 MHz,Nvidia,,,,,,64,MB,2001
GeForce GTX 260 v3 Zotac AMP²! 896MB Edition,1440000,117.6GB/sec,1050 MHz,Nvidia,,650,MHz,171,Watts,896,MB,2008
GeForce GTX 260 v3 Palit Sonic Platinum 896MB Edition,1440000,123.2GB/sec,1100 MHz,Nvidia,,625,MHz,171,Watts,896,MB,2008
GeForce GTX 260 v4,1440000,112.9GB/sec,1008 MHz,Nvidia,,518,MHz,182,Watts,1792,MB,2009
GeForce GTX 260 v3 Gainward GS 896MB Edition,1440000,123.2GB/sec,1100 MHz,Nvidia,,625,MHz,171,Watts,896,MB,2008
GeForce GTX 260 v3 MSI OC v4 896MB Edition,1440000,117.6GB/sec,1050 MHz,Nvidia,,655,MHz,171,Watts,896,MB,2008
GeForce GTX 260 v3,1440000,111.9GB/sec,999 MHz,Nvidia,299,576,MHz,171,Watts,896,MB,2008
GeForce GTS 250 Zotac ECO 1GB Edition,1440000,64GB/sec,1000 MHz,Nvidia,,675,MHz,125,Watts,1024,MB,2009
GeForce GTX 260,1440000,111.9GB/sec,999 MHz,Nvidia,449,576,MHz,182,Watts,896,MB,2008
GeForce GTX 260 v2,1440000,111.9GB/sec,999 MHz,Nvidia,,576,MHz,182,Watts,896,MB,2008
GeForce GTS 250 XFX Core 1GB Edition,1440000,64GB/sec,1000 MHz,Nvidia,,738,MHz,150,Watts,1024,MB,2009
GeForce GTS 250 v2,1440000,70.4GB/sec,1100 MHz,Nvidia,199,675,MHz,140,Watts,512,MB,2008
GeForce GTS 250 v2 Gainward Deep Green 512MB Edition,1440000,57.6GB/sec,900 MHz,Nvidia,,675,MHz,110,Watts,512,MB,2008
GeForce GTX 285 3-Way SLI,2073600,476.9GB/sec,1242 MHz,Nvidia,,648,MHz,,,3072,MB,2008
GeForce GTS 250,1440000,70.4GB/sec,1100 MHz,Nvidia,199,738,MHz,150,Watts,1024,MB,2009
GeForce GTS 240,1049088,70.4GB/sec,1100 MHz,Nvidia,,675,MHz,120,Watts,1024,MB,2009
GeForce GT 220,1049088,44.8GB/sec,700 MHz,Nvidia,,600,MHz,58,Watts,1024,MB,2010
GeForce GT 230 v2,1049088,24GB/sec,500 MHz,Nvidia,,500,MHz,75,Watts,1536,MB,2009
GeForce GT 220 v3,1049088,32GB/sec,1000 MHz,Nvidia,,615,MHz,58,Watts,512,MB,2009
GeForce GT 220 v2 Galaxy 1GB Edition,1049088,6.4GB/sec,400 MHz,Nvidia,,625,MHz,58,Watts,1024,MB,2009
GeForce GT 230,1049088,57.6GB/sec,900 MHz,Nvidia,,650,MHz,75,Watts,512,MB,2009
GeForce GT 220 v2 MSI 1GB Edition,1049088,6.4GB/sec,400 MHz,Nvidia,,625,MHz,58,Watts,1024,MB,2009
GeForce GT 220 v2,1049088,25.3GB/sec,790 MHz,Nvidia,,625,MHz,58,Watts,1024,MB,2009
GeForce 205,480000,6.4GB/sec,400 MHz,Nvidia,,589,MHz,31,Watts,512,MB,2009
GeForce 210 1GB,786432,8GB/sec,500 MHz,Nvidia,,589,MHz,31,Watts,1024,MB,2009
GeForce GTX 480 Point of View Edition,2073600,177.4GB/sec,924 MHz,Nvidia,,700,MHz,250,Watts,1536,MB,2010
GeForce 210,786432,4GB/sec,500 MHz,Nvidia,,589,MHz,31,Watts,512,MB,2009
GeForce GTX 480 3-way SLI,2073600,354.8GB/sec,924 MHz,Nvidia,,701,MHz,750,Watts,3072,MB,2010
GeForce GT 240,1049088,54.4GB/sec,850 MHz,Nvidia,80,550,MHz,69,Watts,1024,MB,2009
GeForce GTX 470 SLI,2073600,267.8GB/sec,837 MHz,Nvidia,,607,MHz,430,Watts,2560,MB,2010
GeForce GTX 470 Gigabyte SOC 1.2GB Edition,2073600,133.9GB/sec,837 MHz,Nvidia,,700,MHz,215,Watts,1280,MB,2010
GeForce GTX 480 MSI Lightning Edition,2073600,192GB/sec,1000 MHz,Nvidia,,750,MHz,250,Watts,1536,MB,2010
GeForce GTX 480,2073600,177.4GB/sec,924 MHz,Nvidia,499,700,MHz,250,Watts,1536,MB,2010
GeForce GTX 470,2073600,133.9GB/sec,837 MHz,Nvidia,349,607,MHz,215,Watts,1280,MB,2010
GeForce GTX 465 MSI M2 Edition,2073600,102.7GB/sec,802 MHz,Nvidia,,607,MHz,,,1024,MB,2010
GeForce GTX 470 Golden Sample Edition,2073600,136GB/sec,850 MHz,Nvidia,,650,MHz,215,Watts,1280,MB,2010
GeForce GTX 460 v2,2073600,128.3GB/sec,1002 MHz,Nvidia,229,778,MHz,160,Watts,1024,MB,2011
GeForce GTX 465,2073600,102.7GB/sec,802 MHz,Nvidia,279,607,MHz,200,Watts,1024,MB,2010
GeForce GTX 460 SLI,2073600,230.4GB/sec,900 MHz,Nvidia,,675,MHz,380,Watts,2048,MB,2010
GeForce GTX 460 Point of View TGT Beast 1GB Edition,1440000,128.6GB/sec,1005 MHz,Nvidia,279,855,MHz,160,Watts,1024,MB,2010
GeForce GTX 460 SE,2073600,108.8GB/sec,850 MHz,Nvidia,160,650,MHz,150,Watts,1024,MB,2010
GeForce GTX 460 MSI OC v1 1GB Edition,1440000,115.2GB/sec,900 MHz,Nvidia,,725,MHz,160,Watts,1024,MB,2010
GeForce GTX 460 Palit Sonic 1GB Edition,1440000,115.2GB/sec,900 MHz,Nvidia,,700,MHz,160,Watts,1024,MB,2010
GeForce GTX 460 MSI Hawk v2 1GB Edition,1440000,124.8GB/sec,975 MHz,Nvidia,,810,MHz,160,Watts,1024,MB,2010
GeForce GTX 460 PNY 1GB OC Edition,1440000,118.4GB/sec,925 MHz,Nvidia,,765,MHz,,,1024,MB,2010
GeForce GTX 460 MSI OC v2 1GB Edition,1440000,115.2GB/sec,900 MHz,Nvidia,,725,MHz,160,Watts,1024,MB,2010
GeForce GTX 460 MSI Hawk v1 1GB Edition,1440000,115.2GB/sec,900 MHz,Nvidia,,780,MHz,160,Watts,1024,MB,2010
GeForce GTX 460 Gainward Golden Sample 2GB Edition,1440000,115.2GB/sec,900 MHz,Nvidia,,700,MHz,180,Watts,2048,MB,2010
GeForce GTX 460 Gigabyte OC 1GB Edition,1440000,115.2GB/sec,900 MHz,Nvidia,,715,MHz,160,Watts,1024,MB,2010
GeForce GTX 460 Gainward GS 1GB Edition,1440000,115.2GB/sec,900 MHz,Nvidia,,700,MHz,160,Watts,1024,MB,2010
GeForce GTX 460 Asus DirectCU TOP 1GB Edition,1440000,128GB/sec,1000 MHz,Nvidia,,775,MHz,225,Watts,1024,MB,2010
GeForce GTX 460 EVGA Superclocked 1GB Edition,1440000,115.2GB/sec,900 MHz,Nvidia,,763,MHz,160,Watts,1024,MB,2010
GeForce GTX 460 Asus DirectCU II 1GB Edition,1440000,115.2GB/sec,900 MHz,Nvidia,,675,MHz,160,Watts,1024,MB,2010
GeForce GTS 450 v4 Point of View 1GB Edition,1049088,17.1GB/sec,533 MHz,Nvidia,,783,MHz,106,Watts,1024,MB,2012
GeForce GTX 460 768MB,2073600,86.4GB/sec,900 MHz,Nvidia,199,675,MHz,150,Watts,768,MB,2010
GeForce GTS 450 v4 Gainward 1GB Edition,1049088,22.4GB/sec,700 MHz,Nvidia,,783,MHz,96,Watts,1024,MB,2012
GeForce GTS 450 v4 Asus DirectCU Silent 1GB Edition,1049088,25.6GB/sec,800 MHz,Nvidia,,594,MHz,75,Watts,1024,MB,2012
GeForce GTS 450 v4 Palit 1GB Edition,1049088,22.4GB/sec,700 MHz,Nvidia,,783,MHz,96,Watts,1024,MB,2012
GeForce GTS 450 v4,1049088,22.4GB/sec,700 MHz,Nvidia,,783,MHz,106,Watts,1024,MB,2012
GeForce GTS 450 v4 Asus 1GB Edition,1049088,25.6GB/sec,800 MHz,Nvidia,,594,MHz,75,Watts,1024,MB,2012
GeForce GTS 450 v2,1440000,86.6GB/sec,902 MHz,Nvidia,,790,MHz,106,Watts,1536,MB,2010
GeForce GTS 450 v3,1440000,57.7GB/sec,902 MHz,Nvidia,,783,MHz,106,Watts,2048,MB,2011
GeForce GTS 450 Palit Sonic Platinum 1GB Edition,1440000,64GB/sec,1000 MHz,Nvidia,,930,MHz,107,Watts,1024,MB,2010
GeForce GTS 450 Point of View 1GB Edition,1440000,57.7GB/sec,902 MHz,Nvidia,,783,MHz,106,Watts,1024,MB,2010
GeForce GTS 450 PNY XLR8 Performance 1GB Edition,1440000,57.7GB/sec,902 MHz,Nvidia,,783,MHz,106,Watts,1024,MB,2010
GeForce GTS 450 MSI Cyclone 1GB Edition,1440000,62.7GB/sec,980 MHz,Nvidia,,850,MHz,106,Watts,1024,MB,2010
GeForce GTS 450 Gigabyte OC 1GB Edition,1440000,57.7GB/sec,902 MHz,Nvidia,,830,MHz,107,Watts,1024,MB,2010
GeForce GTS 450 Galaxy GC 1GB Edition,1440000,59.1GB/sec,924 MHz,Nvidia,,825,MHz,106,Watts,1024,MB,2010
GeForce GTS 450 Gainward 1GB Edition,1440000,57.7GB/sec,902 MHz,Nvidia,,783,MHz,106,Watts,1024,MB,2010
GeForce GTS 450 EVGA FTW 1GB Edition,1440000,65.7GB/sec,1026 MHz,Nvidia,,930,MHz,107,Watts,1024,MB,2010
GeForce GTS 450 EVGA SuperClocked 1GB Edition,1440000,60.8GB/sec,950 MHz,Nvidia,,882,MHz,107,Watts,1024,MB,2010
GeForce GTS 450 EVGA 1GB Edition,1440000,57.7GB/sec,902 MHz,Nvidia,,783,MHz,106,Watts,1024,MB,2010
GeForce GTS 450 Asus DirectCU 1GB Edition,1440000,57.7GB/sec,902 MHz,Nvidia,,783,MHz,106,Watts,1024,MB,2010
GeForce GTS 450 Asus DirectCU OC 1GB Edition,1440000,60.8GB/sec,950 MHz,Nvidia,,850,MHz,106,Watts,1024,MB,2010
GeForce GT 440 Zotac 1GB Edition,1440000,51.2GB/sec,800 MHz,Nvidia,,810,MHz,65,Watts,1024,MB,2011
GeForce GTS 450,1440000,57.7GB/sec,902 MHz,Nvidia,129,783,MHz,106,Watts,1024,MB,2010
GeForce GTS 450 Asus DirectCU TOP 1GB Edition,1440000,64GB/sec,1000 MHz,Nvidia,,925,MHz,106,Watts,1024,MB,2010
GeForce GT 440 v2 Inno3D 2GB Edition,1049088,21.3GB/sec,667 MHz,Nvidia,,810,MHz,65,Watts,1024,MB,2011
GeForce GT 440 v3,1049088,43.2GB/sec,900 MHz,Nvidia,,594,MHz,56,Watts,1536,MB,2010
GeForce GT 440 v2 Gigabyte OC 1GB Edition,1049088,28.8GB/sec,900 MHz,Nvidia,,830,MHz,65,Watts,1024,MB,2011
GeForce GT 440 v2 Zotac Synergy 2GB Edition,1049088,21.3GB/sec,667 MHz,Nvidia,,810,MHz,65,Watts,1024,MB,2011
GeForce GT 440 Palit 1GB Edition,1440000,51.2GB/sec,800 MHz,Nvidia,,810,MHz,65,Watts,1024,MB,2011
GeForce GT 440 Gigabyte Turbo Cache 1GB Edition,1440000,51.2GB/sec,800 MHz,Nvidia,,830,MHz,65,Watts,1024,MB,2011
GeForce GTX 460,1440000,115.2GB/sec,900 MHz,Nvidia,229,675,MHz,160,Watts,1024,MB,2010
GeForce GT 440 Gainward 1GB Edition,1440000,51.2GB/sec,800 MHz,Nvidia,,810,MHz,65,Watts,1024,MB,2011
GeForce GT 440 Asus 1GB Edition,1440000,51.2GB/sec,800 MHz,Nvidia,,822,MHz,65,Watts,1024,MB,2011
GeForce GT 440 v2,1049088,28.8GB/sec,900 MHz,Nvidia,,810,MHz,65,Watts,1024,MB,2011
GeForce GT 440,1440000,51.2GB/sec,800 MHz,Nvidia,79,810,MHz,65,Watts,512,MB,2011
GeForce GT 430 Zotac Synergy 2GB Edition,1049088,21.3GB/sec,667 MHz,Nvidia,,700,MHz,49,Watts,2048,MB,2010
GeForce GT 430 Zotac Synergy 4GB Edition,1049088,17.1GB/sec,533 MHz,Nvidia,,700,MHz,49,Watts,4096,MB,2010
GeForce GT 430 v2,1049088,28.8GB/sec,900 MHz,Nvidia,,700,MHz,60,Watts,2048,MB,2010
GeForce GT 430 MSI OC 2GB Edition,1049088,21.3GB/sec,667 MHz,Nvidia,,730,MHz,49,Watts,1024,MB,2010
GeForce GT 430 MSI Low Profile Single Fan OC 1GB Edition,1049088,29.6GB/sec,925 MHz,Nvidia,,785,MHz,49,Watts,1024,MB,2010
GeForce GT 430 MSI Low Profile Dual Fan OC 1GB Edition,1049088,32GB/sec,1000 MHz,Nvidia,,785,MHz,49,Watts,1024,MB,2010
GeForce GT 430 Gainward 1GB Edition,1049088,25.6GB/sec,800 MHz,Nvidia,,700,MHz,49,Watts,1024,MB,2010
GeForce GT 430 Inno3D 4GB Edition,1049088,21.3GB/sec,667 MHz,Nvidia,,700,MHz,49,Watts,4096,MB,2010
GeForce GT 430 Gigabyte OC 1GB Edition,1049088,28.8GB/sec,900 MHz,Nvidia,,730,MHz,49,Watts,1024,MB,2010
GeForce GT 430 EVGA 1GB Edition,1049088,25.6GB/sec,800 MHz,Nvidia,,700,MHz,49,Watts,1024,MB,2010
GeForce GT 430 AXLE 2GB Edition,1049088,16GB/sec,500 MHz,Nvidia,,700,MHz,50,Watts,2048,MB,2011
GeForce 405,480000,12.6GB/sec,790 MHz,Nvidia,,589,MHz,25,Watts,1024,MB,2011
GeForce GT 420,1049088,28.8GB/sec,900 MHz,Nvidia,,700,MHz,50,Watts,2048,MB,2010
GeForce GT 420 Gigabyte Rev. 3.0 2GB Edition,1049088,25.6GB/sec,800 MHz,Nvidia,,700,MHz,50,Watts,2048,MB,2010
GeForce GT 430,1049088,28.8GB/sec,900 MHz,Nvidia,79,700,MHz,49,Watts,1024,MB,2010
GeForce GTX 590 EVGA Classified Hydro Copper Edition,4096000,331.8GB/sec,864 MHz,Nvidia,,630,MHz,365,Watts,3072,MB,2011
GeForce GTX 590 Mars II Asus Edition,4096000,384.8GB/sec,1002 MHz,Nvidia,,782,MHz,499,Watts,3072,MB,2011
GeForce GTX 590 SLI,4096000,655.9GB/sec,854 MHz,Nvidia,,607,MHz,700,Watts,6144,MB,2011
GeForce GTX 590,4096000,327.9GB/sec,854 MHz,Nvidia,,607,MHz,365,Watts,3072,MB,2011
GeForce GTX 590 EVGA Classified Edition,4096000,331.8GB/sec,864 MHz,Nvidia,,630,MHz,365,Watts,3072,MB,2011
GeForce GTX 580 Zotac AMP! Edition,2073600,196.8GB/sec,1025 MHz,Nvidia,,815,MHz,255,Watts,1536,MB,2011
GeForce GTX 580 Twin Frozr II OC Edition,2073600,196.6GB/sec,1024 MHz,Nvidia,,800,MHz,,,1536,MB,2011
GeForce GTX 580 SLI,2073600,384.8GB/sec,1002 MHz,Nvidia,,772,MHz,488,Watts,3072,MB,2010
GeForce GTX 580 Palit Dual Fan 3GB Edition,2073600,193GB/sec,1005 MHz,Nvidia,,783,MHz,244,Watts,3072,MB,2011
GeForce GTX 580 Lightning Xtreme Edition,2073600,201.6GB/sec,1050 MHz,Nvidia,,832,MHz,244,Watts,3072,MB,2011
GeForce GTX 580 Gigabyte UD rev 1.0 Edition,2073600,192.4GB/sec,1002 MHz,Nvidia,,795,MHz,,,1536,MB,2011
GeForce GTX 580 Galaxy Edition,2073600,192.4GB/sec,1002 MHz,Nvidia,,772,MHz,,,1536,MB,2010
GeForce GTX 580 Gainward Phantom 3GB,2073600,193GB/sec,1005 MHz,Nvidia,,783,MHz,,,3072,MB,2010
GeForce GTX 580 Gainward GOOD Edition,2073600,193GB/sec,1005 MHz,Nvidia,,783,MHz,,,1536,MB,2011
GeForce GTX 580 EVGA Superclocked Edition,2073600,194.5GB/sec,1013 MHz,Nvidia,,797,MHz,244,Watts,1536,MB,2011
GeForce GTX 580 EVGA FTW Hydro Copper 2 1.5GB Edition,2073600,201.4GB/sec,1049 MHz,Nvidia,,850,MHz,244,Watts,1536,MB,2011
GeForce GTX 580 EVGA CoD Black Ops 1.5GB Edition,2073600,194.5GB/sec,1013 MHz,Nvidia,,797,MHz,244,Watts,1536,MB,2010
GeForce GTX 580 Asus DirectCU II Edition,2073600,192.4GB/sec,1002 MHz,Nvidia,,782,MHz,244,Watts,1536,MB,2011
GeForce GTX 580 CUHC 3GB,2073600,202.2GB/sec,1053 MHz,Nvidia,,900,MHz,244,Watts,3072,MB,2010
GeForce GTX 580 EVGA DS Superclocked 1.5GB Edition,2073600,194.5GB/sec,1013 MHz,Nvidia,,797,MHz,244,Watts,1536,MB,2011
GeForce GTX 580 Asus Matrix Edition,2073600,192.4GB/sec,1002 MHz,Nvidia,,816,MHz,,,1536,MB,2011
GeForce GTX 580 EVGA Classified Ultra 3GB Edition,2073600,202.2GB/sec,1053 MHz,Nvidia,,900,MHz,244,Watts,3072,MB,2011
GeForce GTX 580,2073600,192.4GB/sec,1002 MHz,Nvidia,499,772,MHz,244,Watts,1536,MB,2010
GeForce GTX 570 Sonic Edition,2073600,156GB/sec,975 MHz,Nvidia,,750,MHz,219,Watts,1280,MB,2011
GeForce GTX 580 EVGA 3GB Edition,2073600,192.4GB/sec,1002 MHz,Nvidia,,772,MHz,244,Watts,3072,MB,2011
GeForce GTX 570 SP Edition ,2073600,160GB/sec,1000 MHz,Nvidia,,800,MHz,219,Watts,1280,MB,2010
GeForce GTX 570 SLI,2073600,304GB/sec,950 MHz,Nvidia,,732,MHz,410,Watts,2560,MB,2010
GeForce GTX 570 MSI Power Edition,2073600,152GB/sec,950 MHz,Nvidia,,732,MHz,,,1280,MB,2011
GeForce GTX 570 MSI OC Power Edition,2073600,160GB/sec,1000 MHz,Nvidia,,770,MHz,,,1280,MB,2011
GeForce GTX 570 GS-GLH Edition,2073600,160GB/sec,1000 MHz,Nvidia,,800,MHz,219,Watts,1280,MB,2010
GeForce GTX 570 Gigabyte SO Edition,2073600,152GB/sec,950 MHz,Nvidia,,845,MHz,,,1280,MB,2011
GeForce GTX 570 Gigabyte Edition,2073600,152GB/sec,950 MHz,Nvidia,,780,MHz,219,Watts,1280,MB,2011
GeForce GTX 570 EVGA SC Edition,2073600,156GB/sec,975 MHz,Nvidia,,797,MHz,219,Watts,1280,MB,2010
GeForce GTX 570 Gainward Phantom Edition,2073600,156GB/sec,975 MHz,Nvidia,,750,MHz,,,1280,MB,2011
GeForce GTX 570 Direct CU II Edition,2073600,152GB/sec,950 MHz,Nvidia,,742,MHz,,,1280,MB,2011
GeForce GTX 570 Gainward Golden Sample 1.2GB Edition,2073600,156GB/sec,975 MHz,Nvidia,,750,MHz,219,Watts,1280,MB,2010
GeForce GTX 570,2073600,152GB/sec,950 MHz,Nvidia,349,732,MHz,219,Watts,1280,MB,2010
GeForce GTX 560 Zotac AMP! 1GB Edition,1440000,140.8GB/sec,1100 MHz,Nvidia,249,950,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 Zotac 1GB Edition,1440000,128.3GB/sec,1002 MHz,Nvidia,,820,MHz,150,Watts,1024,MB,2011
GeForce GTX 570 EVGA HD 2.5GB Edition,2073600,152GB/sec,950 MHz,Nvidia,,732,MHz,219,Watts,2560,MB,2011
GeForce GTX 560 Ti Zotac OC Edition,1440000,128.3GB/sec,1002 MHz,Nvidia,,910,MHz,,,1024,MB,2011
GeForce GTX 560 Ti Zotac AMP! 1GB Edition,1440000,140.8GB/sec,1100 MHz,Nvidia,,950,MHz,170,Watts,1024,MB,2011
GeForce GTX 560 Ti Twin Frozr II/OC 2GB,1440000,192.3GB/sec,1502 MHz,Nvidia,,880,MHz,,,2048,MB,2011
GeForce GTX 560 Ti Twin Frozr II 2GB,1440000,128.3GB/sec,1002 MHz,Nvidia,,822,MHz,,,2048,MB,2011
GeForce GTX 560 Ti Superclocked Edition,1440000,134.8GB/sec,1053 MHz,Nvidia,,900,MHz,184,Watts,1024,MB,2011
GeForce GTX 560 Ti Sonic 1GB Edition,1440000,134.4GB/sec,1050 MHz,Nvidia,,900,MHz,180,Watts,1024,MB,2012
GeForce GTX 560 Ti SLI,2073600,256.5GB/sec,1002 MHz,Nvidia,,823,MHz,300,Watts,2048,MB,2011
GeForce GTX 560 Ti Inno3D OC Edition,1440000,131.2GB/sec,1025 MHz,Nvidia,,880,MHz,,,1024,MB,2011
GeForce GTX 560 Ti Twin Frozr II OC Edition,1440000,134.4GB/sec,1050 MHz,Nvidia,,880,MHz,170,Watts,1024,MB,2011
GeForce GTX 560 Ti Phantom 1GB Edition,1440000,131.2GB/sec,1025 MHz,Nvidia,,835,MHz,,,1024,MB,2011
GeForce GTX 560 Ti PNY OC2 1GB,1440000,134.8GB/sec,1053 MHz,Nvidia,,900,MHz,,,1024,MB,2011
GeForce GTX 560 Ti Hawk Edition,1440000,134.4GB/sec,1050 MHz,Nvidia,,950,MHz,170,Watts,1024,MB,2011
GeForce GTX 560 Ti Gigabyte OC 1GB Edition,1440000,128GB/sec,1000 MHz,Nvidia,,900,MHz,,,1024,MB,2011
GeForce GTX 560 Ti Golden Sample Edition,1440000,134.4GB/sec,1050 MHz,Nvidia,,900,MHz,,,1024,MB,2011
GeForce GTX 560 Ti EVGA 2GB Edition,1440000,128.3GB/sec,1002 MHz,Nvidia,,822,MHz,170,Watts,2048,MB,2011
GeForce GTX 560 Ti Superclocked DS Edition,1440000,134.8GB/sec,1053 MHz,Nvidia,,900,MHz,170,Watts,1024,MB,2011
GeForce GTX 560 Ti DirectCUII TOP 2GB,1440000,128.3GB/sec,1002 MHz,Nvidia,,900,MHz,,,2048,MB,2011
GeForce GTX 560 Ti SOC Edition,1440000,146.6GB/sec,1145 MHz,Nvidia,,1000,MHz,,,1024,MB,2011
GeForce GTX 560 Ti DirectCUII TOP 1GB,1440000,134.4GB/sec,1050 MHz,Nvidia,,900,MHz,,,1024,MB,2011
GeForce GTX 560 Ti Gainward Phantom 2GB Edition,1440000,128.3GB/sec,1002 MHz,Nvidia,,822,MHz,170,Watts,2048,MB,2011
GeForce GTX 560 Ti DirectCUII 1GB,1440000,128GB/sec,1000 MHz,Nvidia,,830,MHz,,,1024,MB,2011
GeForce GTX 560 Ti DirectCUII 2GB,1440000,128.3GB/sec,1002 MHz,Nvidia,,830,MHz,,,2048,MB,2011
GeForce GTX 560 Ti Crysis 2 Maximum Edition,1440000,134.8GB/sec,1053 MHz,Nvidia,,900,MHz,,,1024,MB,2011
GeForce GTX 560 Ti AMP,1440000,140.8GB/sec,1100 MHz,Nvidia,,950,MHz,,,1024,MB,2011
GeForce GTX 560 Sparkle Calibe DF 1GB Edition,1440000,143.6GB/sec,1122 MHz,Nvidia,,932,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 Ti,1440000,128.3GB/sec,1002 MHz,Nvidia,249,822,MHz,170,Watts,1024,MB,2011
GeForce GTX 560 Ti 448 Edition ,2073600,121.6GB/sec,950 MHz,Nvidia,,732,MHz,210,Watts,1280,MB,2011
GeForce GTX 560 SE (OEM),1440000,91.9GB/sec,957 MHz,Nvidia,,736,MHz,150,Watts,1024,MB,2012
GeForce GTX 560 Ti 448 MSI Twin Frozr III Power OC 1.2GB Edition,2073600,124.8GB/sec,975 MHz,Nvidia,299,750,MHz,210,Watts,1280,MB,2011
GeForce GTX 560 Gigabyte WindForce 2X Rev 3.0 1GB Edition,1440000,128.3GB/sec,1002 MHz,Nvidia,,810,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 Palit 2GB Edition,1440000,128.3GB/sec,1002 MHz,Nvidia,,810,MHz,150,Watts,2048,MB,2011
GeForce GTX 560 MSI TwinFrozr II OC 1GB Edition,1440000,130.6GB/sec,1020 MHz,Nvidia,209,870,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 Gigabyte WindForce 2X Rev 2.0 1GB Edition,1440000,128.3GB/sec,1002 MHz,Nvidia,,810,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 Gigabyte WindForce 2X Rev 1.0 1GB Edition,1440000,128.3GB/sec,1002 MHz,Nvidia,,810,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 Galaxy GC 2GB Edition,1440000,128.3GB/sec,1002 MHz,Nvidia,,850,MHz,150,Watts,2048,MB,2011
GeForce GTX 560 SLI,2073600,256.3GB/sec,1001 MHz,Nvidia,398,810,MHz,300,Watts,2048,MB,2011
GeForce GTX 560 EVGA Superclocked 2GB Edition,1440000,131.3GB/sec,1026 MHz,Nvidia,,851,MHz,150,Watts,2048,MB,2011
GeForce GTX 560 Gainward Phantom 1GB Edition,1440000,129.3GB/sec,1010 MHz,Nvidia,,822,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 EVGA FTW+ 1GB Edition,1440000,137.9GB/sec,1077 MHz,Nvidia,,931,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 EVGA Superclocked 1GB Edition,1440000,131.3GB/sec,1026 MHz,Nvidia,,851,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 EVGA DS SSC 1GB Edition,1440000,133.1GB/sec,1040 MHz,Nvidia,,900,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 Club3D CoolStream Super OC 1GB Edition,1440000,131.3GB/sec,1026 MHz,Nvidia,,900,MHz,176,Watts,1024,MB,2011
GeForce GTX 560 Asus DirectCU II TOP 1GB Edition,1440000,134.4GB/sec,1050 MHz,Nvidia,219,925,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 EVGA 1GB Edition,1440000,128.3GB/sec,1002 MHz,Nvidia,199,810,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 Asus DirectCU II OC 1GB Edition,1440000,134.4GB/sec,1050 MHz,Nvidia,209,850,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 (OEM),1440000,128.3GB/sec,802 MHz,Nvidia,,552,MHz,150,Watts,1280,MB,2011
GeForce GTX 560 ECS Black 1GB Edition,1440000,128.3GB/sec,1002 MHz,Nvidia,,931,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 Asus DirectCU 1GB Edition,1440000,128.3GB/sec,1002 MHz,Nvidia,,810,MHz,150,Watts,1024,MB,2011
GeForce GTX 560 Gainward Golden Sample 1GB Edition,1440000,129.3GB/sec,1010 MHz,Nvidia,,822,MHz,150,Watts,1024,MB,2011
GeForce GTX 555 (OEM),1764000,91.9GB/sec,957 MHz,Nvidia,,776,MHz,150,Watts,1024,MB,2012
GeForce GTX 560,1440000,128.1GB/sec,1001 MHz,Nvidia,199,810,MHz,150,Watts,1024,MB,2011
GeForce GTX 550 Ti Zotac AMP! Edition,1440000,105.6GB/sec,1100 MHz,Nvidia,,1000,MHz,,,1024,MB,2011
GeForce GTX 550 Ti WindForce Edition,1440000,98.4GB/sec,1025 MHz,Nvidia,,970,MHz,,,1024,MB,2011
GeForce GTX 550 Ti SLI,2073600,196.8GB/sec,1025 MHz,Nvidia,298,900,MHz,250,Watts,2048,MB,2011
GeForce GTX 550 Ti Zotac Edition,1440000,98.4GB/sec,1025 MHz,Nvidia,,900,MHz,116,Watts,1024,MB,2011
